id_processo;numero;pasta;status_label;area;instancia_label;uf;comarca;tribunal_sigla;tribunal_nome;vinculo;nome_contrario;titulo_acao;valor_causa;data_cadastro;data_distribuicao;data_encerramento;fase_atual;advogado;entrou_no_dashboard
2369267;033.12.016235-3;4164;Ativo;Cível;Superiores;;;;;Autor;BANCO DO BRASIL S/A;Ação de revisão de Contrato de Abertura de Crédito Rotativo BB Giro Empresa Flex nº 429.501.622;0;2013-01-02;2013-01-02;;;MAIKO ROBERTO MAIER;sim
2368920;0311798-10.2018.8.24.0033;10029;Ativo;Cível;1º Grau;SC;Itajaí;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Requerente;SOMPO SEGUROS S.A;Correção monetária;0;2019-03-08;2019-03-08;;;MAIKO ROBERTO MAIER;sim
2368446;5001199-63.2019.8.24.0033;9555;Baixado;Cível;2º Grau;SC;Florianópolis;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Executado;SWISS RE CORPORATE SOLUTIONS BRASIL SEGUROS S.A;Cumprimento de Sentença;2836300.32;2019-07-11;2019-07-11;2025-10-28;;MAIKO ROBERTO MAIER;sim
2368260;0004842-67.2013.5.12.0047;247;Baixado;Trabalhista;1º Grau;SC;Itajaí;TRT12;TRT12 - Tribunal Regional do Trabalho da 12ª Região;Reclamada;ALEXANDRE RUBENS JOAQUIM;Verbas rescisórias;0;2013-11-11;2013-11-11;2015-01-30;;MAIKO ROBERTO MAIER;sim
2368164;5006606-50.2019.8.24.0033;9273;Ativo;Cível;;SC;;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Autor;SOMPO SEGUROS S.A;IMPULSIONAR Ação Indenizatória;0;2019-03-12;2019-03-12;;;MAIKO ROBERTO MAIER;sim
2367868;0004716-74.2013.8.24.0033;8977;Ativo;Cível;1º Grau;SC;;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Executado;ITAU UNIBANCO S.A;EXECUÇÃO DE TÍTULO EXTRAJUDICIAL Nº 0004716-74.2013.8.24.0033/SC;701201.02;2020-07-30;2020-07-30;;;MAIKO ROBERTO MAIER;sim
2367782;0501370-92.2012.8.24.0033;8761;Ativo;Cível;1º Grau;SC;;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Requerido;BRADESCO AUTO/RE COMPANHIA DE SEGUROS;;0;2019-02-11;2019-02-11;;;MAIKO ROBERTO MAIER;sim
2367676;0012810-45.2012.8.24.0033;5950;Ativo;Cível;;SC;;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Requerente;SOMPO SEGUROS S.A; Seguros Marítimos  ;0;2017-09-26;2017-09-26;;;MAIKO ROBERTO MAIER;sim
2367398;5008940-47.2020.4.04.7200;8507;Ativo;Tributário;1º Grau;SC;Florianópolis;TRF4;TRF4 - Tribunal Regional Federal da 4ª Região;Impetrante;DELEGADO DA RECEITA FEDERAL DO BRASIL EM CUIABÁ/MT;PIS Cofins: Exclusão do ICMS da base de cálculo nas contas de energia elétrica;50000;2020-04-30;2020-05-11;;;KIM AUGUSTO ZANONI;sim
2367120;0016235-80.2012.8.24.0033;8229;Ativo;Cível;2º Grau;SC;Florianópolis;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Requerente;BANCO DO BRASIL S/A;AÇÃO REVISIONAL DE CONTRATO BANCÁRIO;1200000;2020-06-12;2023-03-02;;;MAIKO ROBERTO MAIER;sim
2366933;5021496-28.2013.404.7200;7516;Ativo;Tributário;Superiores;;;TRF4;TRF4 - Tribunal Regional Federal da 4ª Região;Impetrante;DELEGADO DA RECEITA FEDERAL EM FLORIANÓPOLIS;Mandado de segurança em que se discute a incidência de contribuições previdenciárias sobre verbas indenizatórias na folha de pagamento;0;2013-11-12;2013-11-12;2019-07-26;;Controladoria;sim
